0,162,131,194,154
1,36,190,130,223
2,18,156,51,186
3,97,149,161,171
4,47,87,193,220
5,57,145,140,174
6,92,118,180,155
7,109,103,161,133
8,92,102,127,115
9,92,89,131,139
10,70,77,147,122
11,76,110,108,127
12,75,96,152,123
13,40,93,99,141
14,67,87,161,157
15,79,120,149,150
16,85,138,142,172
17,28,132,89,171
18,152,109,197,133
19,64,80,180,165
20,70,106,169,164
21,76,1,142,24
22,73,111,141,127
23,84,92,166,108
24,60,123,160,172
25,101,88,155,110
26,68,101,170,147
27,22,104,110,165
28,25,18,203,91
29,17,10,209,82
30,42,48,213,186
31,101,110,127,141
32,41,110,103,145
33,14,139,80,166
34,71,88,149,122
35,83,86,143,105
36,68,92,137,130
37,90,97,142,154
38,109,118,124,127
39,6,80,223,168
40,49,88,100,123
41,67,110,146,145
42,11,143,73,180
43,11,14,217,223
44,111,130,165,148
45,153,100,201,126
46,69,131,144,165
47,87,138,130,158
48,55,77,196,140
49,75,119,136,147
50,103,123,155,137
51,137,149,184,194
52,23,150,93,178
53,116,125,199,157
54,58,137,157,172
55,126,156,198,198
56,83,109,114,120
57,45,77,87,99
58,37,104,123,151
59,66,126,160,174
60,71,119,102,138
61,66,108,157,135
62,2,9,221,223
63,23,87,129,122
64,45,108,129,156
65,17,29,223,210
66,41,67,161,145
67,18,133,47,176
68,28,137,64,159
69,70,115,152,148
70,82,170,153,208
71,63,159,153,200
72,62,69,170,166
73,55,94,101,118
74,71,98,153,136
75,154,95,194,124
76,65,118,145,148
77,109,79,199,176
78,76,113,147,159
79,122,133,185,157
80,32,88,178,160
81,156,142,220,171
82,49,36,190,172
83,89,105,154,143
84,62,118,156,156
85,65,114,163,155
86,101,114,183,162
87,98,121,134,138
88,126,106,177,138
89,83,105,155,128
90,152,80,186,114
91,136,115,175,141
92,76,176,154,211
93,34,137,101,189
94,89,97,137,120
95,70,98,156,124
96,78,123,148,171
97,78,133,141,195
98,23,80,194,188
99,45,90,115,147
100,26,66,206,206
101,19,70,205,196
102,57,58,161,161
103,26,22,202,82
104,107,128,155,154
105,3,42,208,159
106,78,95,110,127
107,14,23,204,201
108,19,58,185,133
109,10,63,205,149
110,15,66,207,121
111,10,30,223,216
112,6,67,188,159
113,75,151,153,180
114,18,37,223,93
115,43,62,194,162
116,60,57,161,124
117,57,82,152,151
118,6,40,219,100
119,61,120,170,172
120,13,25,217,88
121,5,44,197,168
122,85,137,159,175
123,75,88,179,147
124,75,67,156,110
125,155,103,223,140
126,70,36,223,139
127,70,71,134,113
128,62,87,169,133
129,6,20,223,188
130,77,93,129,118
131,67,109,105,142
132,91,145,160,204
133,40,101,94,136
134,47,170,114,194
135,69,135,147,185
136,69,130,151,167
137,63,156,154,196
138,10,135,65,165
139,125,129,181,156
140,65,109,177,160
141,179,155,209,178
142,82,100,162,134
143,49,110,196,166
144,74,86,166,120
145,70,86,133,121
146,60,151,116,182
147,43,171,154,221
148,79,146,152,176
149,62,125,153,163
150,60,109,128,161
151,76,126,147,143
152,58,117,114,145
153,67,102,151,139
154,73,87,204,122
155,113,102,187,154
156,36,89,168,158
157,37,14,165,201
158,64,76,135,148
159,119,127,148,140
160,102,108,128,132
161,60,22,167,73
162,127,129,190,177
163,80,168,147,195
164,39,97,109,134
165,12,42,223,197
166,99,118,201,156
167,76,94,151,131
168,10,59,223,179
169,62,66,195,160
170,68,163,137,189
171,7,11,221,195
172,99,102,193,154
173,93,79,200,154
174,59,98,217,192
175,73,135,147,168
176,20,91,61,123
177,74,144,98,177
178,85,147,131,166
179,70,75,157,112
180,80,106,139,134
181,70,138,97,158
182,75,169,160,194
183,45,122,116,172
184,85,144,145,171
185,73,123,151,156
186,87,99,132,125
187,139,119,185,149
188,55,94,188,167
189,73,73,145,100
190,78,163,150,185
191,96,121,139,151
192,2,19,223,170
193,65,98,102,128
194,49,91,123,134
195,66,117,142,148
196,83,68,174,107
197,73,132,104,156
198,178,139,213,170
199,7,144,34,188
200,89,118,133,148
201,44,138,183,209
202,91,120,140,158
203,81,142,144,177
204,37,103,99,143
205,162,128,195,157
206,62,51,202,121
207,69,122,169,162
208,25,139,118,182
209,62,65,191,143
210,70,79,171,144
211,64,76,156,134
212,54,85,176,160
213,64,154,152,203
214,82,152,174,185
215,106,68,173,108
216,55,90,194,163
217,80,94,170,154
218,79,140,185,193
219,29,129,104,162
220,48,165,155,202
221,63,148,157,184
222,61,131,156,186
223,23,57,183,168
224,64,117,180,155
225,83,75,162,119
226,56,143,122,194
227,77,110,166,169
228,69,112,178,168
229,74,134,171,198
230,11,109,133,175
231,77,136,158,174
232,82,101,138,139
233,75,136,140,172
234,66,134,99,161
235,9,28,208,193
236,101,104,187,145
237,75,115,147,145
238,79,127,146,157
239,59,52,191,162
240,50,68,167,143
241,93,113,115,124
242,91,100,136,130
243,83,150,138,166
244,73,151,153,172
245,68,129,155,187
246,52,117,153,163
247,173,122,208,144
248,138,165,179,179
249,83,182,124,217
250,107,122,143,143
251,116,78,145,87
252,93,150,134,165
253,99,138,121,159
254,112,111,140,125
255,52,55,171,169
256,82,122,145,139
257,91,115,127,137
258,81,95,138,136
259,97,109,139,129
260,126,134,184,159
261,67,92,151,134
262,114,91,157,157
263,106,122,197,157
264,53,116,160,155
265,148,118,178,137
266,81,145,145,166
267,83,45,144,88
268,140,149,167,181
269,86,150,135,170
270,181,121,210,131
271,25,73,204,119
272,39,92,111,173
273,67,156,182,185
274,89,105,129,137
275,76,181,132,202
276,43,125,69,147
277,66,21,158,69
278,64,96,155,129
279,128,125,173,148
280,83,156,139,179
281,52,112,156,141
282,127,119,170,138
283,98,147,140,174
284,51,109,149,145
285,42,125,206,170
286,87,159,109,169
287,67,93,148,136
288,80,145,140,167
289,119,109,178,135
290,84,84,171,135
291,83,147,149,167
292,72,98,147,130
293,89,150,140,169
294,157,168,199,222
295,62,64,171,173
296,86,120,119,150
297,51,92,93,118
298,92,101,140,121
299,42,126,74,146
300,145,184,218,221
301,99,140,153,164
302,70,98,151,133
303,118,145,137,162
304,68,147,147,173
305,30,124,67,165
306,44,192,95,212
307,84,148,114,160
308,64,87,129,115
309,54,88,166,157
310,83,110,136,128
311,89,120,134,153
312,79,141,111,166
313,110,69,150,84
314,79,142,146,159
315,95,116,141,162
316,110,118,170,182
317,83,156,152,182
318,84,85,170,140
319,68,109,128,117
320,94,138,138,159
321,37,88,88,109
322,98,148,135,171
323,53,115,161,155
324,53,172,111,198
325,75,148,146,171
326,171,161,192,180
327,84,151,138,165
328,147,134,186,159
329,53,138,92,154
330,79,102,130,142
331,59,70,162,105
332,86,120,118,147
333,0,147,15,167
334,47,85,172,117
335,79,142,105,154
